strategy,slot,poi_id,poi_name,district,lat,lon,nominal_capacity,capacity,occupancy,load_ratio
personalized,4,P059,Diagonal Mar Park,Sant Marti,41.4116,2.2163,1200,660.0,91,0.13787878787878788
personalized,4,P060,Palo Alto Barcelona,Sant Marti,41.4092,2.2098,500,275.0,55,0.2
personalized,5,P001,Sagrada Familia,Eixample,41.4036,2.1744,900,495.00000000000006,12,0.02424242424242424
personalized,5,P002,Casa Batllo,Eixample,41.3917,2.1649,500,275.0,2,0.007272727272727273
personalized,5,P003,La Pedrera,Eixample,41.3954,2.1619,550,302.5,0,0.0
personalized,5,P004,Sant Antoni Market,Eixample,41.3789,2.16,700,385.00000000000006,117,0.30389610389610383
personalized,5,P005,Palau Robert Gardens,Eixample,41.3975,2.1598,650,357.50000000000006,132,0.3692307692307692
personalized,5,P006,Monumental Bullring,Eixample,41.4005,2.1807,450,247.50000000000003,32,0.12929292929292927
personalized,5,P007,Barcelona Cathedral,Ciutat Vella,41.3839,2.1762,650,357.50000000000006,18,0.05034965034965034
personalized,5,P008,Picasso Museum,Ciutat Vella,41.3853,2.1809,500,275.0,12,0.04363636363636364
personalized,5,P009,La Boqueria Market,Ciutat Vella,41.3817,2.1716,850,467.50000000000006,131,0.28021390374331545
personalized,5,P010,Santa Maria del Mar,Ciutat Vella,41.3839,2.1821,550,302.5,60,0.19834710743801653
personalized,5,P011,Maritime Museum,Ciutat Vella,41.3763,2.1752,600,330.0,15,0.045454545454545456
personalized,5,P012,Barceloneta Beach,Ciutat Vella,41.3784,2.1925,1400,770.0000000000001,84,0.10909090909090907
personalized,5,P013,Montjuic Castle,Sants-Montjuic,41.3634,2.1662,650,357.50000000000006,16,0.04475524475524475
personalized,5,P014,MNAC,Sants-Montjuic,41.3686,2.1536,700,385.00000000000006,10,0.02597402597402597
personalized,5,P015,Poble Espanyol,Sants-Montjuic,41.3693,2.1479,800,440.00000000000006,6,0.013636363636363634
personalized,5,P016,Joan Miro Foundation,Sants-Montjuic,41.368,2.1597,500,275.0,7,0.025454545454545455
personalized,5,P017,Montjuic Botanical Garden,Sants-Montjuic,41.3627,2.1592,650,357.50000000000006,0,0.0
personalized,5,P018,Hostafrancs Market,Sants-Montjuic,41.3752,2.1437,500,275.0,95,0.34545454545454546
personalized,5,P019,Camp Nou Experience,Les Corts,41.3809,2.1228,1000,550.0,4,0.007272727272727273
personalized,5,P020,Pedralbes Monastery,Les Corts,41.3951,2.112,400,220.00000000000003,30,0.13636363636363635
personalized,5,P021,Pedralbes Gardens,Les Corts,41.3881,2.1176,750,412.50000000000006,101,0.24484848484848482
personalized,5,P022,Ceramics Museum,Les Corts,41.3882,2.1174,300,165.0,25,0.15151515151515152
personalized,5,P023,Les Corts Market,Les Corts,41.3861,2.1355,500,275.0,100,0.36363636363636365
personalized,5,P024,Can Deu Civic Centre,Les Corts,41.3883,2.1343,300,165.0,87,0.5272727272727272
personalized,5,P025,Tibidabo,Sarria-Sant Gervasi,41.4225,2.1186,900,495.00000000000006,2,0.0040404040404040395
personalized,5,P026,Sagrat Cor Tibidabo,Sarria-Sant Gervasi,41.422,2.1185,500,275.0,27,0.09818181818181818
personalized,5,P027,CosmoCaixa,Sarria-Sant Gervasi,41.4132,2.131,800,440.00000000000006,25,0.05681818181818181
personalized,5,P028,Collserola Nature Park,Sarria-Sant Gervasi,41.4194,2.099,1200,660.0,35,0.05303030303030303
personalized,5,P029,Sarria Market,Sarria-Sant Gervasi,41.4007,2.1195,450,247.50000000000003,90,0.3636363636363636
personalized,5,P030,Tamarita Gardens,Sarria-Sant Gervasi,41.4093,2.132,500,275.0,104,0.3781818181818182
personalized,5,P031,Park Guell,Gracia,41.4145,2.1527,1100,605.0,0,0.0
personalized,5,P032,Casa Vicens,Gracia,41.4035,2.1506,350,192.50000000000003,4,0.020779220779220776
personalized,5,P033,Placa del Sol,Gracia,41.4013,2.157,650,357.50000000000006,117,0.3272727272727272
personalized,5,P034,Abaceria Market,Gracia,41.4036,2.1587,450,247.50000000000003,107,0.4323232323232323
personalized,5,P035,Park de la Creueta del Coll,Gracia,41.4187,2.147,800,440.00000000000006,49,0.11136363636363635
personalized,5,P036,Refugi Antiaeri Placa del Diamant,Gracia,41.4046,2.1566,220,121.00000000000001,48,0.396694214876033
personalized,5,P037,Hospital de Sant Pau,Horta-Guinardo,41.4117,2.1744,600,330.0,6,0.01818181818181818
personalized,5,P038,Labyrinth Park of Horta,Horta-Guinardo,41.4397,2.147,700,385.00000000000006,13,0.033766233766233764
personalized,5,P039,Bunkers del Carmel,Horta-Guinardo,41.4193,2.1618,450,247.50000000000003,26,0.10505050505050503
personalized,5,P040,Guinardo Park,Horta-Guinardo,41.4183,2.1748,900,495.00000000000006,28,0.05656565656565656
personalized,5,P041,Horta Market,Horta-Guinardo,41.4298,2.1605,450,247.50000000000003,72,0.2909090909090909
personalized,5,P042,Masia Can Fargas,Horta-Guinardo,41.4256,2.1657,300,165.0,78,0.4727272727272727
personalized,5,P043,Parc Central de Nou Barris,Nou Barris,41.438,2.1719,1100,605.0,104,0.171900826446281
personalized,5,P044,Castell de Torre Baro,Nou Barris,41.4588,2.1767,300,165.0,26,0.15757575757575756
personalized,5,P045,Nou Barris Technology Park,Nou Barris,41.435,2.1785,350,192.50000000000003,92,0.47792207792207786
personalized,5,P046,Guineueta Market,Nou Barris,41.4392,2.1691,400,220.00000000000003,50,0.22727272727272724
personalized,5,P047,Casa de l'Aigua,Nou Barris,41.4506,2.1858,300,165.0,61,0.3696969696969697
personalized,5,P048,Ateneu Popular 9 Barris,Nou Barris,41.4459,2.175,450,247.50000000000003,47,0.18989898989898987
personalized,5,P049,Fabra i Coats,Sant Andreu,41.4354,2.1894,550,302.5,109,0.3603305785123967
personalized,5,P050,Sant Andreu Market,Sant Andreu,41.4358,2.1898,500,275.0,76,0.27636363636363637
personalized,5,P051,Church of Sant Andreu de Palomar,Sant Andreu,41.4361,2.19,350,192.50000000000003,88,0.4571428571428571
personalized,5,P052,La Pegaso Park,Sant Andreu,41.4264,2.1911,850,467.50000000000006,108,0.23101604278074864
personalized,5,P053,Bon Pastor Museum Houses,Sant Andreu,41.437,2.204,250,137.5,76,0.5527272727272727
personalized,5,P054,Trinitat Vella Community Centre,Sant Andreu,41.4504,2.1925,300,165.0,65,0.3939393939393939
personalized,5,P055,Ciutadella Park,Sant Marti,41.3881,2.1875,1500,825.0000000000001,143,0.1733333333333333
personalized,5,P056,Design Museum of Barcelona,Sant Marti,41.4024,2.1882,600,330.0,29,0.08787878787878788
personalized,5,P057,Encants Market,Sant Marti,41.4044,2.1877,800,440.00000000000006,117,0.2659090909090909
personalized,5,P058,Poblenou Cemetery,Sant Marti,41.3977,2.2045,450,247.50000000000003,75,0.303030303030303
personalized,5,P059,Diagonal Mar Park,Sant Marti,41.4116,2.2163,1200,660.0,88,0.13333333333333333
personalized,5,P060,Palo Alto Barcelona,Sant Marti,41.4092,2.2098,500,275.0,66,0.24
sustainability,0,P001,Sagrada Familia,Eixample,41.4036,2.1744,900,495.00000000000006,1,0.0020202020202020198
sustainability,0,P002,Casa Batllo,Eixample,41.3917,2.1649,500,275.0,0,0.0
sustainability,0,P003,La Pedrera,Eixample,41.3954,2.1619,550,302.5,5,0.01652892561983471
sustainability,0,P004,Sant Antoni Market,Eixample,41.3789,2.16,700,385.00000000000006,167,0.4337662337662337
sustainability,0,P005,Palau Robert Gardens,Eixample,41.3975,2.1598,650,357.50000000000006,147,0.4111888111888111
sustainability,0,P006,Monumental Bullring,Eixample,41.4005,2.1807,450,247.50000000000003,15,0.0606060606060606
sustainability,0,P007,Barcelona Cathedral,Ciutat Vella,41.3839,2.1762,650,357.50000000000006,0,0.0
sustainability,0,P008,Picasso Museum,Ciutat Vella,41.3853,2.1809,500,275.0,0,0.0
sustainability,0,P009,La Boqueria Market,Ciutat Vella,41.3817,2.1716,850,467.50000000000006,5,0.0106951871657754
sustainability,0,P010,Santa Maria del Mar,Ciutat Vella,41.3839,2.1821,550,302.5,62,0.2049586776859504
sustainability,0,P011,Maritime Museum,Ciutat Vella,41.3763,2.1752,600,330.0,57,0.17272727272727273
sustainability,0,P012,Barceloneta Beach,Ciutat Vella,41.3784,2.1925,1400,770.0000000000001,211,0.274025974025974
sustainability,0,P013,Montjuic Castle,Sants-Montjuic,41.3634,2.1662,650,357.50000000000006,24,0.06713286713286712
sustainability,0,P014,MNAC,Sants-Montjuic,41.3686,2.1536,700,385.00000000000006,32,0.0831168831168831
sustainability,0,P015,Poble Espanyol,Sants-Montjuic,41.3693,2.1479,800,440.00000000000006,8,0.01818181818181818
sustainability,0,P016,Joan Miro Foundation,Sants-Montjuic,41.368,2.1597,500,275.0,9,0.03272727272727273
sustainability,0,P017,Montjuic Botanical Garden,Sants-Montjuic,41.3627,2.1592,650,357.50000000000006,83,0.23216783216783213
sustainability,0,P018,Hostafrancs Market,Sants-Montjuic,41.3752,2.1437,500,275.0,178,0.6472727272727272
sustainability,0,P019,Camp Nou Experience,Les Corts,41.3809,2.1228,1000,550.0,17,0.03090909090909091
sustainability,0,P020,Pedralbes Monastery,Les Corts,41.3951,2.112,400,220.00000000000003,68,0.309090909090909
sustainability,0,P021,Pedralbes Gardens,Les Corts,41.3881,2.1176,750,412.50000000000006,47,0.11393939393939392
sustainability,0,P022,Ceramics Museum,Les Corts,41.3882,2.1174,300,165.0,40,0.24242424242424243
sustainability,0,P023,Les Corts Market,Les Corts,41.3861,2.1355,500,275.0,76,0.27636363636363637
sustainability,0,P024,Can Deu Civic Centre,Les Corts,41.3883,2.1343,300,165.0,88,0.5333333333333333
sustainability,0,P025,Tibidabo,Sarria-Sant Gervasi,41.4225,2.1186,900,495.00000000000006,7,0.01414141414141414
sustainability,0,P026,Sagrat Cor Tibidabo,Sarria-Sant Gervasi,41.422,2.1185,500,275.0,14,0.05090909090909091
sustainability,0,P027,CosmoCaixa,Sarria-Sant Gervasi,41.4132,2.131,800,440.00000000000006,58,0.1318181818181818
sustainability,0,P028,Collserola Nature Park,Sarria-Sant Gervasi,41.4194,2.099,1200,660.0,116,0.17575757575757575
sustainability,0,P029,Sarria Market,Sarria-Sant Gervasi,41.4007,2.1195,450,247.50000000000003,90,0.3636363636363636
sustainability,0,P030,Tamarita Gardens,Sarria-Sant Gervasi,41.4093,2.132,500,275.0,50,0.18181818181818182
sustainability,0,P031,Park Guell,Gracia,41.4145,2.1527,1100,605.0,0,0.0
sustainability,0,P032,Casa Vicens,Gracia,41.4035,2.1506,350,192.50000000000003,30,0.1558441558441558
sustainability,0,P033,Placa del Sol,Gracia,41.4013,2.157,650,357.50000000000006,113,0.31608391608391606
sustainability,0,P034,Abaceria Market,Gracia,41.4036,2.1587,450,247.50000000000003,90,0.3636363636363636
sustainability,0,P035,Park de la Creueta del Coll,Gracia,41.4187,2.147,800,440.00000000000006,59,0.13409090909090907
sustainability,0,P036,Refugi Antiaeri Placa del Diamant,Gracia,41.4046,2.1566,220,121.00000000000001,44,0.3636363636363636
sustainability,0,P037,Hospital de Sant Pau,Horta-Guinardo,41.4117,2.1744,600,330.0,50,0.15151515151515152
sustainability,0,P038,Labyrinth Park of Horta,Horta-Guinardo,41.4397,2.147,700,385.00000000000006,15,0.03896103896103895
sustainability,0,P039,Bunkers del Carmel,Horta-Guinardo,41.4193,2.1618,450,247.50000000000003,54,0.21818181818181814
sustainability,0,P040,Guinardo Park,Horta-Guinardo,41.4183,2.1748,900,495.00000000000006,39,0.07878787878787878
sustainability,0,P041,Horta Market,Horta-Guinardo,41.4298,2.1605,450,247.50000000000003,97,0.3919191919191919
sustainability,0,P042,Masia Can Fargas,Horta-Guinardo,41.4256,2.1657,300,165.0,81,0.4909090909090909
sustainability,0,P043,Parc Central de Nou Barris,Nou Barris,41.438,2.1719,1100,605.0,71,0.11735537190082644
sustainability,0,P044,Castell de Torre Baro,Nou Barris,41.4588,2.1767,300,165.0,40,0.24242424242424243
sustainability,0,P045,Nou Barris Technology Park,Nou Barris,41.435,2.1785,350,192.50000000000003,48,0.24935064935064932
sustainability,0,P046,Guineueta Market,Nou Barris,41.4392,2.1691,400,220.00000000000003,65,0.2954545454545454
sustainability,0,P047,Casa de l'Aigua,Nou Barris,41.4506,2.1858,300,165.0,77,0.4666666666666667
sustainability,0,P048,Ateneu Popular 9 Barris,Nou Barris,41.4459,2.175,450,247.50000000000003,36,0.14545454545454545
sustainability,0,P049,Fabra i Coats,Sant Andreu,41.4354,2.1894,550,302.5,93,0.3074380165289256
sustainability,0,P050,Sant Andreu Market,Sant Andreu,41.4358,2.1898,500,275.0,37,0.13454545454545455
sustainability,0,P051,Church of Sant Andreu de Palomar,Sant Andreu,41.4361,2.19,350,192.50000000000003,61,0.3168831168831168
sustainability,0,P052,La Pegaso Park,Sant Andreu,41.4264,2.1911,850,467.50000000000006,13,0.02780748663101604
sustainability,0,P053,Bon Pastor Museum Houses,Sant Andreu,41.437,2.204,250,137.5,79,0.5745454545454546
sustainability,0,P054,Trinitat Vella Community Centre,Sant Andreu,41.4504,2.1925,300,165.0,55,0.3333333333333333
sustainability,0,P055,Ciutadella Park,Sant Marti,41.3881,2.1875,1500,825.0000000000001,0,0.0
sustainability,0,P056,Design Museum of Barcelona,Sant Marti,41.4024,2.1882,600,330.0,38,0.11515151515151516
sustainability,0,P057,Encants Market,Sant Marti,41.4044,2.1877,800,440.00000000000006,77,0.175
sustainability,0,P058,Poblenou Cemetery,Sant Marti,41.3977,2.2045,450,247.50000000000003,46,0.18585858585858583
sustainability,0,P059,Diagonal Mar Park,Sant Marti,41.4116,2.2163,1200,660.0,85,0.12878787878787878
sustainability,0,P060,Palo Alto Barcelona,Sant Marti,41.4092,2.2098,500,275.0,90,0.32727272727272727
sustainability,1,P001,Sagrada Familia,Eixample,41.4036,2.1744,900,495.00000000000006,3,0.00606060606060606
sustainability,1,P002,Casa Batllo,Eixample,41.3917,2.1649,500,275.0,0,0.0
sustainability,1,P003,La Pedrera,Eixample,41.3954,2.1619,550,302.5,6,0.019834710743801654
sustainability,1,P004,Sant Antoni Market,Eixample,41.3789,2.16,700,385.00000000000006,152,0.39480519480519477
sustainability,1,P005,Palau Robert Gardens,Eixample,41.3975,2.1598,650,357.50000000000006,150,0.41958041958041953
sustainability,1,P006,Monumental Bullring,Eixample,41.4005,2.1807,450,247.50000000000003,18,0.07272727272727272
sustainability,1,P007,Barcelona Cathedral,Ciutat Vella,41.3839,2.1762,650,357.50000000000006,5,0.013986013986013984
sustainability,1,P008,Picasso Museum,Ciutat Vella,41.3853,2.1809,500,275.0,1,0.0036363636363636364
sustainability,1,P009,La Boqueria Market,Ciutat Vella,41.3817,2.1716,850,467.50000000000006,12,0.02566844919786096
sustainability,1,P010,Santa Maria del Mar,Ciutat Vella,41.3839,2.1821,550,302.5,74,0.24462809917355371
sustainability,1,P011,Maritime Museum,Ciutat Vella,41.3763,2.1752,600,330.0,61,0.18484848484848485
sustainability,1,P012,Barceloneta Beach,Ciutat Vella,41.3784,2.1925,1400,770.0000000000001,176,0.22857142857142854
sustainability,1,P013,Montjuic Castle,Sants-Montjuic,41.3634,2.1662,650,357.50000000000006,19,0.05314685314685314
sustainability,1,P014,MNAC,Sants-Montjuic,41.3686,2.1536,700,385.00000000000006,30,0.0779220779220779
sustainability,1,P015,Poble Espanyol,Sants-Montjuic,41.3693,2.1479,800,440.00000000000006,9,0.02045454545454545
sustainability,1,P016,Joan Miro Foundation,Sants-Montjuic,41.368,2.1597,500,275.0,9,0.03272727272727273
sustainability,1,P017,Montjuic Botanical Garden,Sants-Montjuic,41.3627,2.1592,650,357.50000000000006,79,0.22097902097902095
sustainability,1,P018,Hostafrancs Market,Sants-Montjuic,41.3752,2.1437,500,275.0,182,0.6618181818181819
sustainability,1,P019,Camp Nou Experience,Les Corts,41.3809,2.1228,1000,550.0,17,0.03090909090909091
sustainability,1,P020,Pedralbes Monastery,Les Corts,41.3951,2.112,400,220.00000000000003,61,0.2772727272727272
sustainability,1,P021,Pedralbes Gardens,Les Corts,41.3881,2.1176,750,412.50000000000006,45,0.10909090909090907
sustainability,1,P022,Ceramics Museum,Les Corts,41.3882,2.1174,300,165.0,35,0.21212121212121213
sustainability,1,P023,Les Corts Market,Les Corts,41.3861,2.1355,500,275.0,81,0.29454545454545455
sustainability,1,P024,Can Deu Civic Centre,Les Corts,41.3883,2.1343,300,165.0,90,0.5454545454545454
sustainability,1,P025,Tibidabo,Sarria-Sant Gervasi,41.4225,2.1186,900,495.00000000000006,6,0.01212121212121212
sustainability,1,P026,Sagrat Cor Tibidabo,Sarria-Sant Gervasi,41.422,2.1185,500,275.0,20,0.07272727272727272
sustainability,1,P027,CosmoCaixa,Sarria-Sant Gervasi,41.4132,2.131,800,440.00000000000006,56,0.12727272727272726
sustainability,1,P028,Collserola Nature Park,Sarria-Sant Gervasi,41.4194,2.099,1200,660.0,87,0.1318181818181818
sustainability,1,P029,Sarria Market,Sarria-Sant Gervasi,41.4007,2.1195,450,247.50000000000003,96,0.3878787878787878
sustainability,1,P030,Tamarita Gardens,Sarria-Sant Gervasi,41.4093,2.132,500,275.0,67,0.24363636363636362
sustainability,1,P031,Park Guell,Gracia,41.4145,2.1527,1100,605.0,0,0.0
sustainability,1,P032,Casa Vicens,Gracia,41.4035,2.1506,350,192.50000000000003,22,0.11428571428571427
sustainability,1,P033,Placa del Sol,Gracia,41.4013,2.157,650,357.50000000000006,107,0.29930069930069925
sustainability,1,P034,Abaceria Market,Gracia,41.4036,2.1587,450,247.50000000000003,95,0.3838383838383838
sustainability,1,P035,Park de la Creueta del Coll,Gracia,41.4187,2.147,800,440.00000000000006,60,0.13636363636363635
sustainability,1,P036,Refugi Antiaeri Placa del Diamant,Gracia,41.4046,2.1566,220,121.00000000000001,45,0.371900826446281
sustainability,1,P037,Hospital de Sant Pau,Horta-Guinardo,41.4117,2.1744,600,330.0,39,0.11818181818181818
sustainability,1,P038,Labyrinth Park of Horta,Horta-Guinardo,41.4397,2.147,700,385.00000000000006,21,0.054545454545454536
sustainability,1,P039,Bunkers del Carmel,Horta-Guinardo,41.4193,2.1618,450,247.50000000000003,52,0.21010101010101007
sustainability,1,P040,Guinardo Park,Horta-Guinardo,41.4183,2.1748,900,495.00000000000006,42,0.08484848484848484
sustainability,1,P041,Horta Market,Horta-Guinardo,41.4298,2.1605,450,247.50000000000003,95,0.3838383838383838
sustainability,1,P042,Masia Can Fargas,Horta-Guinardo,41.4256,2.1657,300,165.0,82,0.49696969696969695
sustainability,1,P043,Parc Central de Nou Barris,Nou Barris,41.438,2.1719,1100,605.0,78,0.12892561983471074
sustainability,1,P044,Castell de Torre Baro,Nou Barris,41.4588,2.1767,300,165.0,38,0.23030303030303031
sustainability,1,P045,Nou Barris Technology Park,Nou Barris,41.435,2.1785,350,192.50000000000003,49,0.2545454545454545
sustainability,1,P046,Guineueta Market,Nou Barris,41.4392,2.1691,400,220.00000000000003,58,0.2636363636363636
sustainability,1,P047,Casa de l'Aigua,Nou Barris,41.4506,2.1858,300,165.0,76,0.46060606060606063
sustainability,1,P048,Ateneu Popular 9 Barris,Nou Barris,41.4459,2.175,450,247.50000000000003,31,0.12525252525252523
sustainability,1,P049,Fabra i Coats,Sant Andreu,41.4354,2.1894,550,302.5,94,0.31074380165289256
sustainability,1,P050,Sant Andreu Market,Sant Andreu,41.4358,2.1898,500,275.0,42,0.15272727272727274
sustainability,1,P051,Church of Sant Andreu de Palomar,Sant Andreu,41.4361,2.19,350,192.50000000000003,42,0.21818181818181814
sustainability,1,P052,La Pegaso Park,Sant Andreu,41.4264,2.1911,850,467.50000000000006,22,0.04705882352941176
sustainability,1,P053,Bon Pastor Museum Houses,Sant Andreu,41.437,2.204,250,137.5,76,0.5527272727272727
sustainability,1,P054,Trinitat Vella Community Centre,Sant Andreu,41.4504,2.1925,300,165.0,55,0.3333333333333333
sustainability,1,P055,Ciutadella Park,Sant Marti,41.3881,2.1875,1500,825.0000000000001,27,0.03272727272727272
sustainability,1,P056,Design Museum of Barcelona,Sant Marti,41.4024,2.1882,600,330.0,28,0.08484848484848485
sustainability,1,P057,Encants Market,Sant Marti,41.4044,2.1877,800,440.00000000000006,75,0.17045454545454544
sustainability,1,P058,Poblenou Cemetery,Sant Marti,41.3977,2.2045,450,247.50000000000003,65,0.2626262626262626
sustainability,1,P059,Diagonal Mar Park,Sant Marti,41.4116,2.2163,1200,660.0,62,0.09393939393939393
sustainability,1,P060,Palo Alto Barcelona,Sant Marti,41.4092,2.2098,500,275.0,74,0.2690909090909091
sustainability,2,P001,Sagrada Familia,Eixample,41.4036,2.1744,900,495.00000000000006,1,0.0020202020202020198
sustainability,2,P002,Casa Batllo,Eixample,41.3917,2.1649,500,275.0,0,0.0
sustainability,2,P003,La Pedrera,Eixample,41.3954,2.1619,550,302.5,6,0.019834710743801654
sustainability,2,P004,Sant Antoni Market,Eixample,41.3789,2.16,700,385.00000000000006,152,0.39480519480519477
sustainability,2,P005,Palau Robert Gardens,Eixample,41.3975,2.1598,650,357.50000000000006,150,0.41958041958041953
sustainability,2,P006,Monumental Bullring,Eixample,41.4005,2.1807,450,247.50000000000003,22,0.08888888888888888
sustainability,2,P007,Barcelona Cathedral,Ciutat Vella,41.3839,2.1762,650,357.50000000000006,10,0.02797202797202797
sustainability,2,P008,Picasso Museum,Ciutat Vella,41.3853,2.1809,500,275.0,4,0.014545454545454545
sustainability,2,P009,La Boqueria Market,Ciutat Vella,41.3817,2.1716,850,467.50000000000006,23,0.04919786096256684
sustainability,2,P010,Santa Maria del Mar,Ciutat Vella,41.3839,2.1821,550,302.5,76,0.2512396694214876
sustainability,2,P011,Maritime Museum,Ciutat Vella,41.3763,2.1752,600,330.0,48,0.14545454545454545
sustainability,2,P012,Barceloneta Beach,Ciutat Vella,41.3784,2.1925,1400,770.0000000000001,168,0.21818181818181814
sustainability,2,P013,Montjuic Castle,Sants-Montjuic,41.3634,2.1662,650,357.50000000000006,25,0.06993006993006992
sustainability,2,P014,MNAC,Sants-Montjuic,41.3686,2.1536,700,385.00000000000006,26,0.06753246753246753
sustainability,2,P015,Poble Espanyol,Sants-Montjuic,41.3693,2.1479,800,440.00000000000006,16,0.03636363636363636
sustainability,2,P016,Joan Miro Foundation,Sants-Montjuic,41.368,2.1597,500,275.0,6,0.02181818181818182
sustainability,2,P017,Montjuic Botanical Garden,Sants-Montjuic,41.3627,2.1592,650,357.50000000000006,82,0.22937062937062933
sustainability,2,P018,Hostafrancs Market,Sants-Montjuic,41.3752,2.1437,500,275.0,176,0.64
sustainability,2,P019,Camp Nou Experience,Les Corts,41.3809,2.1228,1000,550.0,9,0.016363636363636365
sustainability,2,P020,Pedralbes Monastery,Les Corts,41.3951,2.112,400,220.00000000000003,58,0.2636363636363636
sustainability,2,P021,Pedralbes Gardens,Les Corts,41.3881,2.1176,750,412.50000000000006,53,0.12848484848484848
sustainability,2,P022,Ceramics Museum,Les Corts,41.3882,2.1174,300,165.0,36,0.21818181818181817
sustainability,2,P023,Les Corts Market,Les Corts,41.3861,2.1355,500,275.0,82,0.29818181818181816
sustainability,2,P024,Can Deu Civic Centre,Les Corts,41.3883,2.1343,300,165.0,94,0.5696969696969697
sustainability,2,P025,Tibidabo,Sarria-Sant Gervasi,41.4225,2.1186,900,495.00000000000006,7,0.01414141414141414
sustainability,2,P026,Sagrat Cor Tibidabo,Sarria-Sant Gervasi,41.422,2.1185,500,275.0,18,0.06545454545454546
sustainability,2,P027,CosmoCaixa,Sarria-Sant Gervasi,41.4132,2.131,800,440.00000000000006,57,0.12954545454545452
sustainability,2,P028,Collserola Nature Park,Sarria-Sant Gervasi,41.4194,2.099,1200,660.0,76,0.11515151515151516
sustainability,2,P029,Sarria Market,Sarria-Sant Gervasi,41.4007,2.1195,450,247.50000000000003,102,0.41212121212121205
sustainability,2,P030,Tamarita Gardens,Sarria-Sant Gervasi,41.4093,2.132,500,275.0,71,0.2581818181818182
sustainability,2,P031,Park Guell,Gracia,41.4145,2.1527,1100,605.0,0,0.0
sustainability,2,P032,Casa Vicens,Gracia,41.4035,2.1506,350,192.50000000000003,17,0.0883116883116883
sustainability,2,P033,Placa del Sol,Gracia,41.4013,2.157,650,357.50000000000006,113,0.31608391608391606
sustainability,2,P034,Abaceria Market,Gracia,41.4036,2.1587,450,247.50000000000003,98,0.3959595959595959
sustainability,2,P035,Park de la Creueta del Coll,Gracia,41.4187,2.147,800,440.00000000000006,58,0.1318181818181818
sustainability,2,P036,Refugi Antiaeri Placa del Diamant,Gracia,41.4046,2.1566,220,121.00000000000001,48,0.396694214876033
sustainability,2,P037,Hospital de Sant Pau,Horta-Guinardo,41.4117,2.1744,600,330.0,36,0.10909090909090909
sustainability,2,P038,Labyrinth Park of Horta,Horta-Guinardo,41.4397,2.147,700,385.00000000000006,14,0.036363636363636355
sustainability,2,P039,Bunkers del Carmel,Horta-Guinardo,41.4193,2.1618,450,247.50000000000003,39,0.15757575757575756
sustainability,2,P040,Guinardo Park,Horta-Guinardo,41.4183,2.1748,900,495.00000000000006,51,0.10303030303030301
sustainability,2,P041,Horta Market,Horta-Guinardo,41.4298,2.1605,450,247.50000000000003,105,0.4242424242424242
sustainability,2,P042,Masia Can Fargas,Horta-Guinardo,41.4256,2.1657,300,165.0,86,0.5212121212121212
sustainability,2,P043,Parc Central de Nou Barris,Nou Barris,41.438,2.1719,1100,605.0,72,0.11900826446280992
sustainability,2,P044,Castell de Torre Baro,Nou Barris,41.4588,2.1767,300,165.0,31,0.18787878787878787
sustainability,2,P045,Nou Barris Technology Park,Nou Barris,41.435,2.1785,350,192.50000000000003,53,0.2753246753246753
sustainability,2,P046,Guineueta Market,Nou Barris,41.4392,2.1691,400,220.00000000000003,71,0.3227272727272727
sustainability,2,P047,Casa de l'Aigua,Nou Barris,41.4506,2.1858,300,165.0,72,0.43636363636363634
sustainability,2,P048,Ateneu Popular 9 Barris,Nou Barris,41.4459,2.175,450,247.50000000000003,36,0.14545454545454545
sustainability,2,P049,Fabra i Coats,Sant Andreu,41.4354,2.1894,550,302.5,89,0.29421487603305785
sustainability,2,P050,Sant Andreu Market,Sant Andreu,41.4358,2.1898,500,275.0,47,0.1709090909090909
sustainability,2,P051,Church of Sant Andreu de Palomar,Sant Andreu,41.4361,2.19,350,192.50000000000003,50,0.2597402597402597
sustainability,2,P052,La Pegaso Park,Sant Andreu,41.4264,2.1911,850,467.50000000000006,26,0.05561497326203208
sustainability,2,P053,Bon Pastor Museum Houses,Sant Andreu,41.437,2.204,250,137.5,72,0.5236363636363637
sustainability,2,P054,Trinitat Vella Community Centre,Sant Andreu,41.4504,2.1925,300,165.0,50,0.30303030303030304
sustainability,2,P055,Ciutadella Park,Sant Marti,41.3881,2.1875,1500,825.0000000000001,43,0.05212121212121212
sustainability,2,P056,Design Museum of Barcelona,Sant Marti,41.4024,2.1882,600,330.0,31,0.09393939393939393
sustainability,2,P057,Encants Market,Sant Marti,41.4044,2.1877,800,440.00000000000006,86,0.19545454545454544
sustainability,2,P058,Poblenou Cemetery,Sant Marti,41.3977,2.2045,450,247.50000000000003,43,0.17373737373737372
sustainability,2,P059,Diagonal Mar Park,Sant Marti,41.4116,2.2163,1200,660.0,55,0.08333333333333333
sustainability,2,P060,Palo Alto Barcelona,Sant Marti,41.4092,2.2098,500,275.0,75,0.2727272727272727
sustainability,3,P001,Sagrada Familia,Eixample,41.4036,2.1744,900,495.00000000000006,2,0.0040404040404040395
sustainability,3,P002,Casa Batllo,Eixample,41.3917,2.1649,500,275.0,0,0.0
sustainability,3,P003,La Pedrera,Eixample,41.3954,2.1619,550,302.5,3,0.009917355371900827
sustainability,3,P004,Sant Antoni Market,Eixample,41.3789,2.16,700,385.00000000000006,154,0.39999999999999997
